18/12/30;16:05:41;43.1;72.6
18/12/30;16:05:42;43.1;72.6
18/12/30;16:05:43;43.1;72.5
18/12/30;16:05:44;43.1;72.5
18/12/30;16:05:45;43.0;72.5
18/12/30;16:05:46;43.0;72.5
18/12/30;16:05:47;43.0;72.5
18/12/30;16:05:48;43.0;72.5
18/12/30;16:05:49;43.0;72.5
18/12/30;16:05:50;43.0;72.5
18/12/30;16:05:51;43.0;72.5
18/12/30;16:05:52;43.0;72.5
18/12/30;16:05:53;43.0;72.5
18/12/30;16:05:54;43.0;72.5
18/12/30;16:05:55;43.0;72.5
18/12/30;16:05:56;43.0;72.4
18/12/30;16:05:57;43.0;72.4
18/12/30;16:05:58;43.0;72.4
18/12/30;16:05:59;43.0;72.5
18/12/30;16:06:00;43.0;72.5
18/12/30;16:06:01;43.0;72.5
18/12/30;16:06:02;43.0;72.5
18/12/30;16:06:03;43.0;72.5
18/12/30;16:06:04;43.0;72.6
18/12/30;16:06:05;43.0;72.6
18/12/30;16:06:06;43.0;72.6
18/12/30;16:06:07;42.9;72.7
18/12/30;16:06:08;43.0;72.8
18/12/30;16:06:09;42.9;72.8
18/12/30;16:06:10;42.9;72.8
18/12/30;16:06:11;42.9;72.8
18/12/30;16:06:12;42.9;72.8
18/12/30;16:06:13;42.9;72.8
18/12/30;16:06:14;42.9;72.9
18/12/30;16:06:15;42.9;72.9
18/12/30;16:06:16;42.9;72.9
18/12/30;16:06:17;42.9;72.9
18/12/30;16:06:18;42.9;72.9
18/12/30;16:06:19;42.9;72.9
18/12/30;16:06:20;42.9;72.9
18/12/30;16:06:21;42.9;73.0
18/12/30;16:06:22;42.9;73.0
18/12/30;16:06:23;42.8;73.0
18/12/30;16:06:24;42.8;72.9
18/12/30;16:06:25;42.8;72.9
18/12/30;16:06:26;42.8;72.9
18/12/30;16:06:27;42.8;72.8
18/12/30;16:06:28;42.8;72.8
18/12/30;16:06:29;42.8;72.8
18/12/30;16:06:30;42.8;72.8
18/12/30;16:06:31;42.8;72.8
18/12/30;16:06:32;42.8;72.7
18/12/30;16:06:33;42.8;72.6
18/12/30;16:06:34;42.8;72.6
18/12/30;16:06:35;42.8;72.5
18/12/30;16:06:36;42.8;72.5
18/12/30;16:06:37;42.8;72.5
18/12/30;16:06:38;42.8;72.5
18/12/30;16:06:39;42.8;72.5
18/12/30;16:06:40;42.8;72.5
18/12/30;16:06:41;42.8;72.4
18/12/30;16:06:42;42.8;72.4
18/12/30;16:06:43;42.8;72.5
18/12/30;16:06:44;42.8;72.5
18/12/30;16:06:45;42.8;72.6
18/12/30;16:06:46;42.7;72.6
18/12/30;16:06:47;42.8;72.7
18/12/30;16:06:48;42.7;72.8
18/12/30;16:06:49;42.7;72.7
18/12/30;16:06:50;42.7;72.6
18/12/30;16:06:51;42.7;72.6
18/12/30;16:06:52;42.7;72.5
18/12/30;16:06:53;42.7;72.5
18/12/30;16:06:54;42.7;72.5
18/12/30;16:06:55;42.7;72.5
18/12/30;16:06:56;42.6;72.5
18/12/30;16:06:57;42.6;72.5
18/12/30;16:06:58;42.6;72.5
18/12/30;16:06:59;42.6;72.5
18/12/30;16:07:00;42.6;72.4
18/12/30;16:07:01;42.6;72.4
18/12/30;16:07:02;42.6;72.3
18/12/30;16:07:03;42.6;72.3
18/12/30;16:07:04;42.6;72.3
18/12/30;16:07:05;42.6;72.2
18/12/30;16:07:06;42.6;72.2
18/12/30;16:07:07;42.6;72.2
18/12/30;16:07:08;42.6;72.2
18/12/30;16:07:09;42.6;72.2
18/12/30;16:07:10;42.6;72.2
18/12/30;16:07:11;42.6;72.2
18/12/30;16:07:12;42.6;72.2
18/12/30;16:07:13;42.6;72.2
18/12/30;16:07:14;42.6;72.3
18/12/30;16:07:15;42.6;72.3
18/12/30;16:07:16;42.6;72.3
18/12/30;16:07:17;42.6;72.3
18/12/30;16:07:18;42.6;72.3
18/12/30;16:07:19;42.6;72.4
18/12/30;16:07:20;42.6;72.4
18/12/30;16:07:21;42.6;72.4
18/12/30;16:07:22;42.6;72.4
18/12/30;16:07:23;42.6;72.4
18/12/30;16:07:24;42.6;72.4
18/12/30;16:07:25;42.6;72.4
18/12/30;16:07:26;42.6;72.5
18/12/30;16:07:27;42.6;72.5
18/12/30;16:07:28;42.6;72.5
18/12/30;16:07:29;42.5;72.5
18/12/30;16:07:30;42.5;72.5
18/12/30;16:07:31;42.5;72.5
18/12/30;16:07:32;42.5;72.5
18/12/30;16:07:33;42.5;72.5
18/12/30;16:07:34;42.5;72.5
18/12/30;16:07:35;42.5;72.5
18/12/30;16:07:36;42.5;72.5
